route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
4,29146959,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
3,29146923,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
2,29132363,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
65,29058692,"Vizille, Le Péage",1234567-MFES33_ST5_33_ET2024,0,SEM_65_6,0,0
A,28522600,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
82,28642110,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
7,28439470,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C7_1,0,0
A,28522594,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
B,28558159,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
A,28523116,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
13,28805247,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
83,29041593,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
20,28441406,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSESAH28_ST5_28_ET2024,0,SEM_20_3,0,0
3,29148131,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,0,SEM_C3_1,0,0
62,29007046,"Grenoble, Notre-Dame - Musée",1234567-MFES28_ST5_28_ET2024,0,SEM_62_6,0,0
12,28486912,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
44,29058531,"Miribel-Lanchâtre, Le Vernay",1234567-MFES33_ST5_33_ET2024,1,SEM_44_4,0,0
2,29132342,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
22,28439900,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,1,SEM_22_2,0,0
82,29047238,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
19,28441291,"Sassenage, L'Ovalie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_19_2,0,0
2,29133095,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
6,28179493,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
25,28824376,"Le Gua, Les Saillants",12345-MAHLV29_ST0_29_ET2024,0,SEM_25_1,0,0
3,29146936,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
70,29058745,"Champ-sur-Drac, La Melle",1234567-MFES33_ST5_33_ET2024,1,,0,0
26,29058764,"Grenoble, Gares",1234567-MFES33_ST5_33_ET2024,1,SEM_26_3,0,0
3,29148371,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
16,28439000,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF28_ST6_28_ET2024,1,SEM_16_2,0,0
13,28804938,"Meylan, Lycée du Grésivaudan",1234567-MEHS29_ST5_29_ET2024,1,SEM_13_2,0,0
3,29146877,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
E,29050231,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
E,29047652,"Grenoble, Louise Michel",1234567-MGED27_ST6_27_ET2024,0,SEM_E_2,0,0
5,28469897,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
82,28637689,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
25,29054697,"Le Gua, Les Saillants",1234567-MAHS31_ST5_33_ET2024,0,SEM_25_1,0,0
83,29111592,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
4,29146972,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
A,28521761,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
21,29006388,"Seyssins, Le Prisme",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_21_2,0,0
A,28522671,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
5,28469888,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
3,29148443,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
82,29042034,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
12,28486877,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
15,28980656,"Domène, Les Arnauds",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_6,0,0
B,28564952,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
E,29047725,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
15,28980387,"Saint-Ismier, Bois Français",1234567-MAHD28_ST6_28_ET2024,0,SEM_15_12,0,0
82,28641971,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
15,28980493,"Domène, Les Arnauds",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_6,0,0
14,28493645,"Gières, Gières Gare - Universités",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_14_2,0,0
B,29042346,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
26,28707561,"Grenoble, Gares",12345-MFELV29_ST0_29_ET2024,1,SEM_26_3,0,0
B,29042272,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
19,28441299,"Sassenage, L'Ovalie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_19_2,0,0
A,28522980,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
19,28441271,"Seyssins, Garlettes",1234567-MSESAH28_ST5_28_ET2024,0,SEM_19_1,0,0
7,28439480,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C7_1,0,0
20,28441394,"Veurey-Voroize, La Rive",1234567-MSESAH28_ST5_28_ET2024,1,SEM_20_2,0,0
A,28522647,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
B,28557996,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,,0,0
82,29042039,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
B,28558182,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
15,28980614,"Domène, Chenevières",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_12,0,0
3,29146915,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
A,28521960,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
82,29047172,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
7,28443742,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
82,29042105,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
12,28492184,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
2,29132843,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
83,29111517,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
16,28463862,"Le Pont-de-Claix, Gendarmerie",12345-MSELVE30_ST0_30_ET2024,1,SEM_16_2,0,0
E,29050268,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
6,28567314,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
A,28521729,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
B,28564875,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
A,28521976,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
4,29148343,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
12,28486991,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
4,29147019,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
82,29047115,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
25,28824490,"Grenoble, Louise Michel",1234567-MAHS28_ST5_28_ET2024,1,SEM_25_2,0,0
A,28521935,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
4,29147518,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
41,29007281,"Corenc, La Garenne",123456*-MFELV29_ST0_29_ET2024,0,SEM_41_1,0,0
5,28469938,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
A,28523004,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
83,29046803,"Seyssins, Le Prisme",1234567-MGED27_ST6_27_ET2024,1,,0,0
7,28443795,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
A,28523104,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
2,29132809,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
54,29006807,"Saint-Égrève, Pont de Vence",12345-MFELV29_ST0_29_ET2024,1,SEM_54_2,0,0
14,28493622,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_14_1,0,0
1,28833222,"Meylan, Maupertuis",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_2,0,0
7,28439439,"Échirolles, Comboire",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C7_2,0,0
A,28522708,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
2,29132490,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
51,29007326,"Veurey-Voroize, Châtelard",123456*-MFELV29_ST0_29_ET2024,1,SEM_51_3,0,0
14,28493897,"Gières, Gières Gare - Universités",12345-MAHLV29_ST0_29_ET2024,1,SEM_14_2,0,0
26,28707563,"Grenoble, Gare Routière",12345-MFELV29_ST0_29_ET2024,1,SEM_26_3,0,0
A,28522529,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
12,28492168,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
4,29148206,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
B,28558089,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
13,28805292,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
A,28523007,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
83,29041563,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
E,29042656,"Fontanil-Cornillon, Palluel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_E_1,0,0
3,29148379,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
20,28439598,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHDF28_ST6_28_ET2024,0,SEM_20_1,0,0
84,29041268,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
82,29047133,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
1,28849289,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
B,28558154,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
25,29054714,"Le Gua, Les Saillants",1234567-MAHS31_ST5_33_ET2024,0,SEM_25_1,0,0
22,28439901,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,1,SEM_22_2,0,0
E,29051614,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
A,28523051,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
A,28523091,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
7,28444182,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
59,29058632,"Gières, Gières Gare - Universités",1234567-MFES33_ST5_33_ET2024,1,SEM_59_2,0,0
25,28824596,"Grenoble, Louise Michel",1234567-MAHD28_ST6_28_ET2024,1,SEM_25_2,0,0
46,28870920,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",12345-MFELV29_ST0_29_ET2024,0,SEM_46_5,0,0
A,28522753,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_2,0,0
4,29146950,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
5,28567052,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
2,29132344,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
B,28558026,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
12,28486943,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
22,28439911,"Saint-Égrève, Saint Egrève Gare",1234567-MSHDF28_ST6_28_ET2024,0,SEM_22_3,0,0
5,28470017,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
16,28438963,"Corenc, Montfleury",1234567-MSHDF28_ST6_28_ET2024,0,SEM_16_1,0,0
82,28642088,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
A,28522725,"Grenoble, Albert 1er de Belgique",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
82,28642119,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
62,29007044,"Sarcenas, La Prairie",1234567-MFES28_ST5_28_ET2024,1,SEM_62_5,0,0
60,29007105,"Proveysieux, Planfay Haut",1234567-MFES28_ST5_28_ET2024,1,SEM_60_2,0,0
6,28788213,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
22,28439909,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,1,SEM_22_2,0,0
83,29041548,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
20,28441367,"Veurey-Voroize, La Rive",1234567-MSESAH28_ST5_28_ET2024,1,SEM_20_2,0,0
13,28805265,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
42,29006658,"La Tronche, Grand Sablon",1234567-MFED28_ST6_28_ET2024,0,SEM_42_2,0,0
7,28443816,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
12,28486932,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
12,28490992,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
82,28641915,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
82,29042038,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
A,28522955,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
B,28564964,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
25,29054708,"Le Gua, Les Saillants",1234567-MAHS31_ST5_33_ET2024,0,SEM_25_1,0,0
B,28564857,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
2,29133121,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
6,28788254,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
67,29058724,"Grenoble, Grand'place",1234567-MFES33_ST5_33_ET2024,0,SEM_67_2,0,0
5,28567054,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
22,28441678,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
4,29148291,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
1,28849613,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_4,0,0
7,28443829,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
E,29047708,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
4,29147057,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
41,29006594,"La Tronche, Grand Sablon",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_41_2,0,0
B,28558125,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
42,29058504,"La Tronche, Grand Sablon",1234567-MFES33_ST5_33_ET2024,0,SEM_42_4,0,0
15,28980524,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_11,0,0
19,28467378,"Seyssins, Garlettes",12345-MSELVE30_ST0_30_ET2024,0,SEM_19_1,0,0
3,29147414,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,0,SEM_C3_1,0,0
B,29042308,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
A,28521747,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
A,28521504,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
12,28486981,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
7,28444148,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
15,28980404,"Saint-Ismier, Bois Français",1234567-MAHD28_ST6_28_ET2024,0,,0,0
21,29006415,"Seyssins, Le Prisme",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_21_2,0,0
12,28492193,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
62,28829945,"Grenoble, Notre-Dame - Musée",12345-MFELV29_ST0_29_ET2024,0,SEM_62_6,0,0
22,28441670,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
82,28637774,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
7,28443745,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
82,28642079,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
4,29147499,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
6,28179502,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
83,29041516,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
59,28953261,"Gières, Gières Gare - Universités",12345-MFELV29_ST0_29_ET2024,1,SEM_59_2,0,0
15,28980506,"Domène, Chenevières",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_12,0,0
14,28492692,"Grenoble, Verdun - Préfecture",1234567-MAHD28_ST6_28_ET2024,0,SEM_14_1,0,0
13,28805249,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
25,29054667,"Grenoble, Louise Michel",1234567-MAHS31_ST5_33_ET2024,1,SEM_25_2,0,0
59,28953260,"Gières, Gières Gare - Universités",12345-MFELV29_ST0_29_ET2024,1,SEM_59_2,0,0
19,28441260,"Seyssins, Garlettes",1234567-MSESAH28_ST5_28_ET2024,0,SEM_19_1,0,0
6,28179463,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
12,28486896,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
6,28567257,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
83,29041527,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
3,29147451,"Échirolles, Centre du graphisme",1234567-MEHD29_ST6_29_ET2024,1,SEM_C3_2,0,0
82,28642098,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
82,28637536,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
82,28642022,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
1,28849411,"Meylan, Maupertuis",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C1_2,0,0
26,28707567,"Grenoble, Gare Routière",12345-MFELV29_ST0_29_ET2024,1,SEM_26_3,0,0
54,29058627,"Grenoble, Oxford",1234567-MFES33_ST5_33_ET2024,0,SEM_54_1,0,0
E,29051693,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
46,29058580,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",1234567-MFES33_ST5_33_ET2024,0,SEM_46_5,0,0
2,29132430,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
21,29006412,"Seyssins, Le Prisme",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_21_2,0,0
A,28521899,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
19,28467380,"Seyssins, Garlettes",12345-MSELVE30_ST0_30_ET2024,0,SEM_19_1,0,0
82,29041983,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
E,29051621,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
5,28567030,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
22,28441662,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
6,28179424,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
19,28441306,"Sassenage, L'Ovalie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_19_2,0,0
E,29051692,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
B,29047428,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
B,28565060,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
19,28441288,"Sassenage, L'Ovalie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_19_2,0,0
26,28707562,"Grenoble, Gares",12345-MFELV29_ST0_29_ET2024,1,SEM_26_3,0,0
14,28493898,"Gières, Gières Gare - Universités",12345-MAHLV29_ST0_29_ET2024,1,SEM_14_2,0,0
3,29148374,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,0,SEM_C3_1,0,0
16,28438980,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF28_ST6_28_ET2024,1,SEM_16_2,0,0
1,28849583,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_1,0,0
B,28564874,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
2,29133158,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
B,29047441,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
4,29148162,"Eybens, Le Verderet",1234567-MEHS29_ST5_29_ET2024,0,SEM_C4_1,0,0
1,28833229,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
83,29111509,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
82,29041998,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
13,28804623,"Poisat, Cimetière Intercommunal",1234567-MEHD29_ST6_29_ET2024,0,,0,0
3,29147468,"Échirolles, Centre du graphisme",1234567-MEHD29_ST6_29_ET2024,1,SEM_C3_2,0,0
15,28980487,"Domène, Les Arnauds",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_13,0,0
A,28522514,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
